A1,A2,A3,BV,DT,G,GM,H,H_sigma,IR,K1,K2,M1,M2,PC,UB,a,ad,albedo,class,closeness,condition_code,data_arc,diameter,diameter_sigma,dv,e,epoch,epoch_cal,epoch_mjd,equinox,est_diameter,extent,first_obs,full_name,i,id,last_obs,ma,moid,moid_ld,n,n_del_obs_used,n_dop_obs_used,n_obs_used,name,neo,om,orbit_id,pdes,per,per_y,pha,prefix,price,producer,profit,prov_des,q,rms,rot_per,saved,score,sigma_a,sigma_ad,sigma_e,sigma_i,sigma_ma,sigma_n,sigma_om,sigma_per,sigma_q,sigma_tp,sigma_w,spec,spec_B,spec_T,spkid,t_jup,tp,tp_cal,two_body,w
,,,0.658,,,,10.26,,,,,,,,0.205,2.797023788,3.094166209,0.1618,MBA,2641.166785,0,40823,29.32,1.6,10.733421,0.106235214,2457000.5,20141209,57000,J2000,,,1903-01-18,860 Ursina (1917 BD),13.32139645,a0000860,10/25/14,123.0032397,1.49239,580.7934163,0.210697719,,,1201,Ursina,N,309.4584202,JPL 16,860,1708.60891,4.677916249,N,,3.30655E+15,Otto Matic,2.38077E+14,1917 BD,2.499881367,0.52362,9.386,4.73E+16,132.0783393,1.48E-08,1.64E-08,3.61E-08,3.67E-06,2.31E-05,1.68E-09,2.29E-05,1.36E-05,1.02E-07,0.00010885,3.25E-05,X,X,M,2000860,3.279,2456416.71,20130504.21,,20.09511175
,,,,,,,9.6,,,,,,,,,3.140176545,3.462444204,0.0571,MBA,2634.67969,0,39717,66.85,3.7,10.733099,0.102627242,2457000.5,20141209,57000,J2000,,,1/24/06,861 Aida (1917 BE),8.049450406,a0000861,10/21/14,18.1476502,1.80494,702.4284998,0.177122191,,,1352,Aida,N,115.0380853,JPL 23,861,2032.495183,5.564668536,N,,0,Otto Matic,0,1917 BE,2.817908886,0.53957,10.95,-2.87E+17,0,1.80E-08,1.98E-08,3.85E-08,4.57E-06,2.27E-05,1.52E-09,3.33E-05,1.75E-05,1.25E-07,0.00012779,4.01E-05,?,,,2000861,3.187,2456898.042,20140828.54,,194.1069159
,,,,,,,9.8,,,,,,,,,2.803004753,3.026708092,0.1368,MBA,2640.416683,0,40825,27.26,1.4,10.947175,0.079808405,2457000.5,20141209,57000,J2000,,,1903-01-22,862 Franzia (1917 BF),13.89956997,a0000862,10/31/14,354.1900965,1.62294,631.5995598,0.210023708,,,1116,Franzia,N,300.1470301,JPL 10,862,1714.092198,4.692928674,N,,3.59E-39,Otto Matic,2.54E-40,1917 BF,2.579301415,0.51368,7.52,-2.63E+16,7.19E-51,1.61E-08,1.73E-08,4.39E-08,5.89E-06,3.73E-05,1.80E-09,2.29E-05,1.47E-05,1.23E-07,0.0001777,4.26E-05,S,S,,2000862,3.277,2457028.163,20150105.66,,120.697245
,,,1.077,,,,9.02,,,,,,,,0.633,3.202644839,3.29921092,0.5952,OMB,2631.503829,0,35473,27.06,1.5,13.601548,0.030151979,2457000.5,20141209,57000,J2000,,,2/9/17,863 Benkoela (1917 BH),25.42049188,a0000863,3/25/14,310.8735045,2.16132,841.1209044,0.171965333,,,969,Benkoela,N,116.9599536,JPL 7,863,2093.445198,5.731540583,N,,0,Otto Matic,0,1917 BH,3.106078758,0.53268,7.03,-2.58E+16,0,3.31E-08,3.41E-08,6.36E-08,6.99E-06,0.00011129,2.66E-09,1.62E-05,3.24E-05,1.96E-07,0.00064823,0.00011081,A,A,A,2000863,3.041,2457286.177,20150920.68,,94.4643112
,,,0.904,,,,12.87,,,,,,,,0.534,2.208923021,2.629446342,,MBA,2693.009796,0,33996,,,8.380208,0.190374819,2457000.5,20141209,57000,J2000,9.151227486,,9/30/21,864 Aase (A921 SB),5.448916225,a0000864,10/28/14,147.4496953,0.784771,305.4093301,0.300215563,,,1376,Aase,N,163.1533013,JPL 12,864,1199.138368,3.283061924,N,,0,Otto Matic,0,A921 SB,1.7883997,0.53381,3.2329,-7.35327E+14,0,6.20E-09,7.38E-09,5.96E-08,5.93E-06,1.20E-05,1.26E-09,5.29E-05,5.05E-06,1.31E-07,3.91E-05,5.42E-05,?,,S,2000864,3.629,2456509.354,20130804.85,,193.9935454
,,,,,,,11.6,,,,,,,,,2.4172254,2.887250175,0.0972,MBA,2657.000519,0,38426,17.77,1.1,9.594807,0.194448054,2457000.5,20141209,57000,J2000,,,11/29/08,865 Zubaida (1917 BO),13.34112164,a0000865,2/12/14,27.76210593,0.996591,387.8433195,0.262257762,,,1150,Zubaida,N,177.0732251,JPL 12,865,1372.695312,3.758234942,N,,0,Otto Matic,0,1917 BO,1.947200626,0.53742,11.3533,-5.384E+15,0,9.78E-09,1.17E-08,4.43E-08,5.86E-06,1.52E-05,1.59E-09,2.23E-05,8.33E-06,1.07E-07,5.79E-05,2.62E-05,?,,,2000865,3.454,2456894.642,20140825.14,,301.5616239
,,,,,,,9.5,,,,,,,,,3.123408818,3.296299137,0.0473,MBA,2634.190336,0,35659,88.31,2,10.975955,0.055353087,2457000.5,20141209,57000,J2000,,,3/16/17,866 Fatme (1917 BQ),8.648944811,a0000866,11/1/14,41.64154611,1.96015,762.8315755,0.178550399,,,1362,Fatme,N,91.29377783,JPL 26,866,2016.23744,5.520157262,N,,9.03E+16,Otto Matic,6.34457E+15,1917 BQ,2.950518499,0.57851,20.03,1.29E+18,131.7295168,1.77E-08,1.86E-08,4.00E-08,4.91E-06,4.44E-05,1.51E-09,3.31E-05,1.71E-05,1.23E-07,0.00024831,5.47E-05,X,X,,2000866,3.195,2456767.28,20140419.78,,259.2200573
,,,,,,,11.4,,,,,,,,,3.065057192,3.460952533,0.0923,MBA,2637.296821,0,35550,24.04,2.2,10.374824,0.129164096,2457000.5,20141209,57000,J2000,,,2/26/17,867 Kovacia (1917 BS),5.976067957,a0000867,6/27/14,106.8612912,1.69294,658.8414598,0.183673372,,,1369,Kovacia,N,46.84495577,JPL 10,867,1960.001035,5.366190376,N,,0,Otto Matic,0,1917 BS,2.66916185,0.51603,8.6772,-1.33E+16,0,1.87E-08,2.11E-08,3.75E-08,5.67E-06,2.33E-05,1.68E-09,4.53E-05,1.80E-05,1.14E-07,0.00012479,5.09E-05,?,,,2000867,3.212,2456418.699,20130506.2,,69.88318668
,,,0.711,,,,10.22,,,,,,,,0.362,2.702106105,3.10603766,0.0524,MBA,2648.812332,0,34514,52.47,1.5,9.689417,0.149487674,2457000.5,20141209,57000,J2000,,,12/11/19,868 Lova (1917 BU),5.838271782,a0000868,6/9/14,140.2788414,1.31501,511.7624417,0.221896512,,,1517,Lova,N,115.7973058,JPL 27,868,1622.377912,4.441828643,N,,1.12E+17,Otto Matic,8.99776E+15,1917 BU,2.29817455,0.55382,41.3,-9.39E+16,132.4606166,1.25E-08,1.44E-08,3.73E-08,4.88E-06,1.62E-05,1.54E-09,4.16E-05,1.13E-05,1.00E-07,7.22E-05,4.46E-05,Ch,Ch,C,2000868,3.343,2456368.319,20130316.82,,287.215966
,,,,,,,11.8,,,,,,,,,2.689812972,3.280228547,0.0565,MBA,2652.801313,0,30870,18.52,0.8,9.435583,0.219500605,2457000.5,20141209,57000,J2000,,,2/28/30,869 Mellena (1917 BV),7.837155838,a0000869,9/5/14,3.209121443,1.10161,428.7135637,0.223419435,,,1309,Mellena,N,154.9237771,JPL 12,869,1611.31909,4.411551239,N,,0,Otto Matic,0,1917 BV,2.099397397,0.49595,6.5155,-6.09489E+15,0,1.41E-08,1.71E-08,4.42E-08,6.24E-06,1.43E-05,1.75E-09,3.92E-05,1.26E-05,1.23E-07,6.40E-05,4.18E-05,?,,,2000869,3.324,2456986.136,20141124.64,,107.2871226
,,,,,,,11.7,,,,,,,,,2.323060751,2.937591004,,MBA,2694.943392,0,35600,,,8.305115,0.264534732,2457000.5,20141209,57000,J2000,15.68481322,,5/12/17,870 Manto (1917 BX),6.195984775,a0000870,10/30/14,147.1597482,0.696971,271.2402041,0.278364099,,,1390,Manto,N,120.8474797,JPL 13,870,1293.270222,3.540780895,N,,6.84E-40,Otto Matic,6.50E-41,1917 BX,1.708530498,0.50634,122.3,-5.01672E+15,1.37E-51,6.93E-09,8.77E-09,4.05E-08,4.59E-06,1.14E-05,1.25E-09,5.41E-05,5.79E-06,9.28E-08,4.01E-05,5.48E-05,S,S,,2000870,3.521,2456471.841,20130628.34,,196.6300571
,,,,,,,12.5,,,,,,,,,2.221765246,2.48877852,,MBA,2678.425222,0,39252,,,8.714162,0.120180687,2457000.5,20141209,57000,J2000,10.85123956,,5/9/07,871 Amneris (1917 BY),4.250628282,a0000871,10/26/14,161.5521039,0.952135,370.542378,0.297616373,,,1530,Amneris,N,158.028152,JPL 11,871,1209.610869,3.311734069,N,,0,Otto Matic,0,1917 BY,1.954751973,0.51309,,-1.22597E+15,0,6.58E-09,7.38E-09,5.09E-08,4.94E-06,1.69E-05,1.32E-09,6.15E-05,5.38E-06,1.13E-07,5.67E-05,6.40E-05,?,,,2000871,3.636,2456457.68,20130614.18,,66.52302036
,,,0.726,,,,9.91,,,,,,,,0.275,2.730810666,2.950053896,0.2127,MBA,2644.318918,0,41636,30.04,2.5,10.172094,0.080285035,2457000.5,20141209,57000,J2000,,,1900-09-26,872 Holda (1917 BZ),7.369113417,a0000872,9/24/14,236.581909,1.50856,587.0862952,0.218407068,,,1556,Holda,N,194.7937348,JPL 11,872,1648.298307,4.512794816,N,,3.55617E+15,Otto Matic,2.70502E+14,1917 BZ,2.511567435,0.57378,5.945,5.09E+16,132.2359459,1.25E-08,1.35E-08,3.86E-08,4.96E-06,2.96E-05,1.50E-09,3.45E-05,1.13E-05,1.04E-07,0.00013672,4.46E-05,X,X,M,2000872,3.338,2457565.583,20160626.08,,18.18463808
,,,0.684,,,,11.49,,,,,,,,0.319,2.627103615,3.016478177,0.0531,MBA,2652.121634,0,35434,29.04,1.9,9.526415,0.148214391,2457000.5,20141209,57000,J2000,,,5/21/17,873 Mechthild (1917 CA),5.274026036,a0000873,5/26/14,305.2819624,1.23064,478.9281688,0.231466567,,,1521,Mechthild,N,150.0464303,JPL 11,873,1555.300207,4.258179896,N,,0,Otto Matic,0,1917 CA,2.237729052,0.52879,10.6,-2.35E+16,0,1.32E-08,1.52E-08,3.71E-08,5.87E-06,2.40E-05,1.74E-09,4.90E-05,1.17E-05,9.71E-08,0.00010458,5.38E-05,?,,PC,2000873,3.38,2457236.897,20150802.4,,110.1000653
,,,,,,,10.1,,,,,,,,,3.153092628,3.402255846,0.0554,MBA,2633.576207,0,35582,56.47,5.5,11.124109,0.079021852,2457000.5,20141209,57000,J2000,,,5/25/17,874 Rotraut (1917 CC),11.1473188,a0000874,10/25/14,177.7412216,1.90373,740.8746041,0.176034982,,,1289,Rotraut,N,190.6905171,JPL 22,874,2045.048069,5.599036466,N,,0,Otto Matic,0,1917 CC,2.90392941,0.55862,14.586,-1.73E+17,0,2.01E-08,2.16E-08,3.85E-08,4.50E-06,2.72E-05,1.68E-09,2.35E-05,1.95E-05,1.23E-07,0.00015359,3.60E-05,?,,,2000874,3.173,2455990.807,20120304.31,,11.42243162
,,,,,,,11.1,,,,,,,,,2.552498681,2.938822467,0.2346,MBA,2648.586142,0,35428,13.75,0.6,10.253483,0.151351219,2457000.5,20141209,57000,J2000,,,5/26/17,875 Nymphe (1917 CF),14.57455952,a0000875,5/25/14,258.2473282,1.19684,465.7742228,0.241688388,,,985,Nymphe,N,196.0997181,JPL 9,875,1489.521295,4.07808705,N,,0,Otto Matic,0,1917 CF,2.166174895,0.5127,12.618,-2.49431E+15,0,1.35E-08,1.56E-08,6.02E-08,5.60E-06,2.39E-05,1.92E-09,2.72E-05,1.18E-05,1.54E-07,0.00010055,3.45E-05,?,,,2000875,3.379,2457421.508,20160203.01,,117.4829787
,,,0.807,,,,10.89,,,,,,,,0.375,3.010924229,3.348549889,0.1626,MBA,2636.899209,0,35380,21.88,2,10.798133,0.112133562,2457000.5,20141209,57000,J2000,,,7/13/17,876 Scott (1917 CH),11.3593154,a0000876,5/25/14,157.5651331,1.67662,652.4902054,0.188648925,,,1333,Scott,N,150.9651948,JPL 9,876,1908.306663,5.224658899,N,,0,Otto Matic,0,1917 CH,2.673298569,0.49255,14,-1.01E+16,0,1.94E-08,2.16E-08,4.57E-08,5.74E-06,2.39E-05,1.82E-09,2.72E-05,1.84E-05,1.37E-07,0.00012552,3.68E-05,?,,S,2000876,3.21,2456165.271,20120825.77,,211.7216658
,,,0.636,,,,10.71,,,,,,,,0.25,2.488072701,2.884706612,0.0623,MBA,2661.142953,0,34215,38.41,1.4,9.142172,0.159414116,2457000.5,20141209,57000,J2000,,,2/25/21,877 Walkure (1915 S7),4.256058023,a0000877,10/30/14,79.59592259,1.10237,429.0093329,0.25113629,,,1641,Walkure,N,116.4050076,JPL 52,877,1433.484582,3.92466689,N,,4.41E+16,Otto Matic,3.75837E+15,1915 S7,2.09143879,0.50967,17.424,-3.68E+16,133.0771477,9.63E-09,1.12E-08,2.91E-08,5.18E-06,1.86E-05,1.46E-09,5.03E-05,8.32E-06,7.31E-08,7.35E-05,5.37E-05,C,,F,2000877,3.453,2456683.557,20140126.06,,276.236003
,,,,,,,14.6,,,,,,,,,2.360626366,2.893152114,,MBA,2686.572228,0,35852,,,8.438734,0.225586631,2457000.5,20141209,57000,J2000,4.125526218,,9/7/16,878 Mildred (1916 f),2.060967431,a0000878,11/4/14,36.40098541,0.825682,321.3306639,0.271746021,,,987,Mildred,N,172.8631809,JPL 10,878,1324.766407,3.627012751,N,,0,Otto Matic,0,1916 f,1.828100617,0.55067,2.66,-6.73722E+13,0,8.22E-09,1.01E-08,5.15E-08,5.78E-06,1.11E-05,1.42E-09,0.00013394,6.92E-06,1.21E-07,4.06E-05,0.00013478,?,,,2000878,3.516,2456866.548,20140728.05,,189.7598209
,,,,,,,10.9,,,,,,,,,2.531247902,2.921731757,,MBA,2649.979467,0,35514,,,10.079551,0.154265354,2457000.5,20141209,57000,J2000,22.67145283,,7/22/17,879 Ricarda (1917 CJ),13.6792397,a0000879,10/15/14,20.94585767,1.19122,463.5870874,0.244738364,,,1099,Ricarda,N,270.0332239,JPL 11,879,1470.958593,4.027265143,N,,0,Otto Matic,0,1917 CJ,2.140764047,0.4635,82.9,-1.12E+16,0,1.32E-08,1.52E-08,8.30E-08,5.28E-06,1.69E-05,1.92E-09,3.24E-05,1.15E-05,2.11E-07,6.88E-05,3.63E-05,?,,,2000879,3.395,2456914.915,20140914.42,,96.13377352
,,,0.634,,,,11.46,,,,,,,,0.301,2.996834456,3.96547005,,MBA,2643.297612,0,35322,,,10.086652,0.323219587,2457000.5,20141209,57000,J2000,17.51779144,,7/22/17,880 Herba (1917 CK),15.14781347,a0000880,4/6/14,226.9315551,1.09052,424.3976684,0.189980901,,,994,Herba,N,262.6185537,JPL 10,880,1894.927319,5.188028251,N,,4.18601E+15,Otto Matic,3.20985E+14,1917 CK,2.028198862,0.49696,12.266,-3.49289E+15,132.1848806,1.75E-08,2.32E-08,5.81E-08,6.83E-06,8.56E-06,1.67E-09,2.24E-05,1.66E-05,1.76E-07,4.68E-05,2.45E-05,C,,F,2000880,3.123,2457700.931,20161108.43,,101.1960559
,,,,,,,11.7,,,,,,,,,2.612612112,3.153775044,,MBA,2649.207777,0,29284,,,10.007032,0.207134817,2457000.5,20141209,57000,J2000,15.68481322,,8/8/34,881 Athene (1917 CL),14.18745103,a0000881,10/11/14,14.54240542,1.07911,419.9572387,0.233395066,,,1139,Athene,N,277.1412607,JPL 7,881,1542.449062,4.222995379,N,,0,Otto Matic,0,1917 CL,2.071449181,0.49814,13.895,-3.70238E+15,0,1.47E-08,1.78E-08,5.31E-08,5.48E-06,1.41E-05,1.97E-09,2.53E-05,1.30E-05,1.41E-07,6.05E-05,2.88E-05,?,,,2000881,3.336,2456938.192,20141007.69,,41.2820661
,,,,,,,10.6,,,,,,,,,3.12438061,3.955371108,0.0588,MBA,2641.810009,0,35367,43.55,2.2,9.77044,0.265969676,2457000.5,20141209,57000,J2000,,,8/18/17,882 Swetlana (1917 CM),6.124648423,a0000882,6/17/14,154.4692142,1.30339,507.2402863,0.178467103,,,1413,Swetlana,N,256.3254492,JPL 13,882,2017.178487,5.522733707,N,,0,Otto Matic,0,1917 CM,2.293390112,0.49842,20,-7.93E+16,0,1.62E-08,2.05E-08,3.95E-08,4.76E-06,8.94E-06,1.38E-09,4.58E-05,1.57E-05,1.25E-07,4.71E-05,4.66E-05,?,,,2000882,3.151,2456134.967,20120726.47,,126.7187013
,,,0.86,,,,12.59,,,,,,,,0.48,2.237858093,2.68389655,,MBA,2692.916298,0,35469,,,8.368103,0.199314898,2457000.5,20141209,57000,J2000,10.41068609,,9/15/17,883 Matterania (1917 CP),4.718920621,a0000883,10/25/14,35.23786626,0.784182,305.1801089,0.294411831,,,1497,Matterania,N,285.6080975,JPL 12,883,1222.776947,3.347780827,N,,0,Otto Matic,0,1917 CP,1.791819637,0.48438,5.64,-1.08263E+15,0,6.53E-09,7.83E-09,5.03E-08,4.46E-06,1.03E-05,1.29E-09,5.89E-05,5.35E-06,1.14E-07,3.49E-05,5.98E-05,?,,S,2000883,3.606,2456880.811,20140811.31,,42.08866251
,,,0.718,,,,8.81,,,,,,,,0.229,5.18215007,5.811957927,,TJN,2612.494598,0,35415,,,12.268615,0.121534083,2457000.5,20141209,57000,J2000,59.35801257,,11/8/17,884 Priamus (1917 CQ),8.913502792,a0000884,10/25/14,156.8533483,3.53975,1377.564508,0.083548584,,,1128,Priamus,N,301.5581908,JPL 9,884,4308.870137,11.7970435,N,,43446381559,Otto Matic,2707065197,1917 CQ,4.552342214,0.55273,6.8605,-1.38E+17,130.6447299,1.00E-07,1.13E-07,5.50E-08,6.23E-06,3.33E-05,2.43E-09,4.82E-05,0.00012517,2.89E-07,0.00040653,5.86E-05,D,,D,2000884,2.961,2455123.109,20091018.61,,335.9982912
,,,,,,,10.6,,,,,,,,,3.093828725,3.673942338,0.083,MBA,2639.198086,0,39453,33.43,5.3,10.019112,0.1875067,2457000.5,20141209,57000,J2000,,,8/24/06,885 Ulrike (1917 CX),3.304232865,a0000885,8/30/14,315.3451227,1.5093,587.374281,0.181117191,,,1565,Ulrike,N,149.0520131,JPL 12,885,1987.663341,5.441925641,N,,0,Otto Matic,0,1917 CX,2.513715111,0.53293,4.9,-3.58E+16,0,1.81E-08,2.15E-08,4.49E-08,5.12E-06,1.44E-05,1.59E-09,8.16E-05,1.75E-05,1.41E-07,8.09E-05,8.25E-05,?,,,2000885,3.194,2457247.052,20150812.55,,204.5211232
,,,,,,,9.3,,,,,,,,,3.182004077,4.026135072,0.0713,MBA,2636.028303,0,38135,90.56,12.6,10.866907,0.265282814,2457000.5,20141209,57000,J2000,,,6/3/10,886 Washingtonia (1917 b),16.80168164,a0000886,10/30/14,113.4711671,1.38595,539.3701615,0.173641279,,,1135,Washingtonia,N,59.38174435,JPL 11,886,2073.239739,5.67622105,N,,5.78E+17,Otto Matic,4.10E+16,1917 b,2.337873082,0.54795,9.001,-4.83E+17,131.8214151,1.81E-08,2.29E-08,4.44E-08,5.40E-06,1.03E-05,1.48E-09,1.80E-05,1.77E-05,1.41E-07,5.63E-05,2.01E-05,C,C,,2000886,3.079,2456347.02,20130223.52,,301.295593
,,,0.832,,-0.12,,13.4,,,,,,,,0.436,2.478434474,3.884843261,0.31,AMO,2864.181795,0,35257,4.2,,7.073842,0.567458532,2457000.5,20141209,57000,J2000,,,2/3/18,887 Alinda (1918 DB),9.35937243,a0000887,8/15/14,149.366712,0.0911807,35.48479302,0.252602656,,,837,Alinda,Y,110.5521544,JPL 132,887,1425.163165,3.901884092,N,,0,Otto Matic,0,1918 DB,1.072025687,0.61718,73.97,-7.1087E+13,0,1.84E-08,2.88E-08,5.42E-08,7.66E-06,3.80E-05,2.81E-09,3.61E-05,1.59E-05,1.37E-07,0.00014405,4.08E-05,?,,S,2000887,3.221,2456409.189,20130426.69,,350.3383966
,,,0.879,,,,9.51,,,,,,,,0.498,2.710712265,3.231276721,0.1392,MBA,2645.711857,0,39607,44.65,1.4,10.214029,0.192039732,2457000.5,20141209,57000,J2000,,,5/13/06,888 Parysatis (1918 DC),13.84727106,a0000888,10/20/14,293.1583871,1.24155,483.1740135,0.220840612,,,1210,Parysatis,N,124.1579378,JPL 12,888,1630.134947,4.463066249,N,,0,Otto Matic,0,1918 DC,2.190147809,0.54907,5.9314,-8.54E+16,0,1.64E-08,1.96E-08,4.04E-08,5.55E-06,1.59E-05,2.01E-09,2.17E-05,1.48E-05,1.09E-07,7.37E-05,2.57E-05,?,,S,2000888,3.295,2457303.169,20151007.67,,297.3792963
,,,,,,,10.9,,,,,,,,,2.446228609,2.945162378,,MBA,2664.440243,0,35175,,,9.056576,0.203960401,2457000.5,20141209,57000,J2000,22.67145283,,3/5/18,889 Erynia (1918 DG),8.100050908,a0000889,6/24/14,188.4077995,0.977171,380.2856381,0.257607506,,,1340,Erynia,N,132.712794,JPL 12,889,1397.47481,3.826077509,N,,0,Otto Matic,0,1918 DG,1.94729484,0.5307,9.89,-1.12E+16,0,1.00E-08,1.20E-08,3.92E-08,4.99E-06,1.20E-05,1.58E-09,3.61E-05,8.57E-06,9.76E-08,4.74E-05,3.82E-05,?,,,2000889,3.456,2457666.599,20161005.1,,277.7468199
,,,0.77,,,,10.78,,,,,,,,0.33,3.022862256,3.201704598,0.1153,MBA,2635.91428,0,34354,27.33,1.7,11.019915,0.059163245,2457000.5,20141209,57000,J2000,,,9/18/20,890 Waltraut (1918 DK),10.8713221,a0000890,10/9/14,61.72516131,1.8591,723.505947,0.187532497,,,1349,Waltraut,N,160.6835541,JPL 10,890,1919.667286,5.25576259,N,,0,Otto Matic,0,1918 DK,2.844019915,0.49767,12.581,-1.96E+16,0,1.97E-08,2.08E-08,4.44E-08,5.37E-06,4.39E-05,1.83E-09,2.59E-05,1.87E-05,1.40E-07,0.0002337,5.14E-05,?,,CTGU,2000890,3.216,2456671.356,20140113.86,,90.52918963
,,,,,,,9.9,,,,,,,,,2.859146153,2.94612578,0.0718,MBA,2638.647697,0,35103,51.95,5.6,11.228224,0.030421539,2457000.5,20141209,57000,J2000,,,5/18/18,891 Gunhild (1918 DQ),13.55784602,a0000891,6/26/14,182.3641099,1.81075,704.6895775,0.203868224,,,1346,Gunhild,N,105.8743793,JPL 57,891,1765.846549,4.834624363,N,,0,Otto Matic,0,1918 DQ,2.772166526,0.50503,7.93,-1.35E+17,0,1.56E-08,1.60E-08,3.86E-08,4.28E-06,7.00E-05,1.66E-09,1.88E-05,1.44E-05,1.08E-07,0.00034507,7.21E-05,?,,,2000891,3.26,2457871.827,20170428.33,,295.014007
,,,,,,,9.6,,,,,,,,,3.227419378,3.554209241,0.0485,OMB,2631.59997,0,35213,76.02,1.6,12.482793,0.101254229,2457000.5,20141209,57000,J2000,,,5/31/18,892 Seeligeria (1918 DR),21.31946434,a0000892,10/27/14,341.3221679,1.99392,775.9738464,0.169989059,,,1241,Seeligeria,N,175.9526545,JPL 12,892,2117.783354,5.798174822,N,,0,Otto Matic,0,1918 DR,2.900629516,0.56965,41.4,-4.22E+17,0,2.13E-08,2.35E-08,4.15E-08,5.94E-06,2.66E-05,1.68E-09,1.36E-05,2.10E-05,1.37E-07,0.00015654,2.87E-05,?,,,2000892,3.072,2457110.377,20150328.88,,287.7178609
,,,0.67,,,,9.47,,,,,,,,0.226,3.050351619,3.507910239,0.0497,MBA,2635.718517,0,35156,76.14,4.5,11.352009,0.150001927,2457000.5,20141209,57000,J2000,,,5/31/18,893 Leopoldina (1918 DS),17.01958951,a0000893,8/31/14,281.0954062,1.61484,628.4472828,0.18500319,,,1508,Leopoldina,N,145.0549124,JPL 15,893,1945.912388,5.327617764,N,,0,Otto Matic,0,1918 DS,2.592792998,0.52821,14.115,-4.24E+17,0,1.86E-08,2.14E-08,4.06E-08,4.62E-06,1.77E-05,1.70E-09,1.59E-05,1.78E-05,1.26E-07,9.73E-05,2.15E-05,?,,XF,2000893,3.154,2457427.004,20160208.5,,223.201288
,,,,,,,9.6,,,,,,,,,3.118464382,3.470978973,0.23,MBA,2634.48889,0,39243,36.54,1.8,11.076971,0.113041083,2457000.5,20141209,57000,J2000,,,5/14/07,894 Erda (1918 DT),12.6948381,a0000894,10/22/14,154.6619389,1.78308,693.9212436,0.178975215,,,1193,Erda,N,190.7967573,JPL 10,894,2011.451702,5.507054626,N,,0,Otto Matic,0,1918 DT,2.765949792,0.55172,4.6897,-4.68E+16,0,1.70E-08,1.89E-08,4.37E-08,5.22E-06,2.20E-05,1.46E-09,2.38E-05,1.65E-05,1.36E-07,0.00012144,3.28E-05,?,,,2000894,3.169,2456136.347,20120727.85,,114.2323462
,,,,,,,8.3,,,,,,,,,3.200774152,3.668441463,0.042,OMB,2632.361616,0,39456,141.9,3.5,13.09792,0.146110687,2457000.5,20141209,57000,J2000,,,6/21/06,895 Helio (1918 DU),26.08577474,a0000895,6/30/14,137.9988901,1.74897,680.6466549,0.172116112,,,1220,Helio,N,264.7079322,JPL 49,895,2091.611273,5.72651957,N,,2.22E+18,Otto Matic,1.30E+17,1918 DU,2.733106842,0.59585,9.3959,-1.31E+18,131.6380808,1.95E-08,2.24E-08,3.74E-08,4.21E-06,1.68E-05,1.58E-09,1.17E-05,1.91E-05,1.25E-07,9.58E-05,2.08E-05,B,B,FCB,2000895,3.019,2456198.722,20120928.22,,178.1110495
,,,,,,,11.6,,,,,,,,,2.285445603,2.658393551,0.1971,MBA,2671.33103,0,34997,13.07,0.5,8.915273,0.163183909,2457000.5,20141209,57000,J2000,,,10/9/18,896 Sphinx (1918 DV),8.187845257,a0000896,8/3/14,1.109446388,0.899201,349.9420532,0.285264508,,,1464,Sphinx,N,254.2085229,JPL 14,896,1261.986648,3.455131138,N,,0,Otto Matic,0,1918 DV,1.912497655,0.49833,26.27,-2.14225E+15,0,7.92E-09,9.21E-09,4.17E-08,4.89E-06,1.30E-05,1.48E-09,2.97E-05,6.56E-06,9.65E-08,4.54E-05,3.21E-05,?,,,2000896,3.571,2456996.611,20141205.11,,2.045765433
,,,0.831,,,,10.37,,,,,,,,0.396,2.541137363,2.780502478,0.2619,MBA,2647.411625,0,34978,21.91,1.4,10.501227,0.094196055,2457000.5,20141209,57000,J2000,,,8/3/18,897 Lysistrata (1918 DZ),14.32787837,a0000897,5/9/14,301.8796336,1.29331,503.3174527,0.243311066,,,1209,Lysistrata,N,257.987728,JPL 12,897,1479.587452,4.050889671,N,,1.87E-39,Otto Matic,1.38E-40,1918 DZ,2.301772249,0.52904,11.26,-1.37E+16,3.73E-51,1.19E-08,1.30E-08,4.96E-08,5.33E-06,2.44E-05,1.70E-09,2.07E-05,1.04E-05,1.26E-07,0.00010063,3.04E-05,Sl,Sl,S,2000897,3.396,2457239.373,20150804.87,,24.5160469
,,,,,,,11.6,,,,,,,,,2.727114152,3.745940516,,MBA,2667.620706,0,35145,,,8.813716,0.373591389,2457000.5,20141209,57000,J2000,16.4240157,,8/3/18,898 Hildegard (1918 EA),10.09407091,a0000898,10/23/14,140.7239775,0.713689,277.7463481,0.218851284,,,1143,Hildegard,N,241.8052613,JPL 13,898,1644.952655,4.503634921,N,,7.86E-40,Otto Matic,6.96E-41,1918 EA,1.708287789,0.48563,24.855,-5.75997E+15,1.57E-51,8.30E-09,1.14E-08,4.07E-08,6.77E-06,9.77E-06,9.99E-10,3.21E-05,7.51E-06,1.11E-07,4.32E-05,3.33E-05,Sl,Sl,,2000898,3.23,2456357.488,20130305.99,,49.61536472
