Date,Team,Opponent,Team Score,Opponent Score,Location,Team Margin,Team Result,Team Location,Team Avg Scoring Margin,Opponent Average Scoring Margin
1/5/13,San Jose St,Seattle,76,71,San Jose St,5,Win,Home,-8.11,-3.18
1/5/13,Seattle,San Jose St,71,76,San Jose St,-5,Loss,Away,-3.18,-8.11
1/5/13,Long Beach St,Santa Barbara,77,70,Santa Barbara,7,Win,Away,-1.86,-4.68
1/5/13,Santa Barbara,Long Beach St,70,77,Santa Barbara,-7,Loss,Home,-4.68,-1.86
1/5/13,Gonzaga,Santa Clara,81,74,Santa Clara,7,Win,Away,17.40,5.10
1/5/13,Santa Clara,Gonzaga,74,81,Santa Clara,-7,Loss,Home,5.10,17.40
1/5/13,SE Louisiana,Cent Arkansas,72,68,SE Louisiana,4,Win,Home,-7.74,-4.70
1/5/13,Cent Arkansas,SE Louisiana,68,72,SE Louisiana,-4,Loss,Away,-4.70,-7.74
1/5/13,Murray St,SE Missouri St,74,66,SE Missouri St,8,Win,Away,4.19,0.76
1/5/13,SE Missouri St,Murray St,66,74,SE Missouri St,-8,Loss,Home,0.76,4.19
1/5/13,SF Austin,McNeese St,71,43,SF Austin,28,Win,Home,11.88,-6.73
1/5/13,McNeese St,SF Austin,43,71,SF Austin,-28,Loss,Away,-6.73,11.88
1/5/13,Middle Tenn St,South Alabama,60,56,South Alabama,4,Win,Away,13.97,0.59
1/5/13,South Alabama,Middle Tenn St,56,60,South Alabama,-4,Loss,Home,0.59,13.97
1/5/13,South Carolina,S Carolina St,80,69,South Carolina,11,Win,Home,-2.55,-13.22
1/5/13,S Carolina St,South Carolina,69,80,South Carolina,-11,Loss,Away,-13.22,-2.55
1/5/13,South Dakota,S Dakota St,74,71,South Dakota,3,Win,Home,-4.70,5.57
1/5/13,S Dakota St,South Dakota,71,74,South Dakota,-3,Loss,Away,5.57,-4.70
1/5/13,Bryant,St Francis PA,78,58,St Francis PA,20,Win,Away,2.90,-10.79
1/5/13,St Francis PA,Bryant,58,78,St Francis PA,-20,Loss,Home,-10.79,2.90
1/5/13,St Mary's CA,Loy Marymount,74,61,St Mary's CA,13,Win,Home,12.70,-6.61
1/5/13,Loy Marymount,St Mary's CA,61,74,St Mary's CA,-13,Loss,Away,-6.61,12.70
1/5/13,North Florida,Stetson,90,74,Stetson,16,Win,Away,-3.93,-2.39
1/5/13,Stetson,North Florida,74,90,Stetson,-16,Loss,Home,-2.39,-3.93
1/5/13,Stony Brook,New Hampshire,65,49,Stony Brook,16,Win,Home,9.90,-3.52
1/5/13,New Hampshire,Stony Brook,49,65,Stony Brook,-16,Loss,Away,-3.52,9.90
1/5/13,Texas Tech,TCU,62,53,TCU,9,Win,Away,-7.03,-8.53
1/5/13,TCU,Texas Tech,53,62,TCU,-9,Loss,Home,-8.53,-7.03
1/5/13,Belmont,Tennessee Tech,83,52,Tennessee Tech,31,Win,Away,12.75,-6.37
1/5/13,Tennessee Tech,Belmont,52,83,Tennessee Tech,-31,Loss,Home,-6.37,12.75
1/5/13,TN Martin,Austin Peay,76,74,TN Martin,2,Win,Home,-12.59,-8.03
1/5/13,Austin Peay,TN Martin,74,76,TN Martin,-2,Loss,Away,-8.03,-12.59
1/5/13,Troy,Ark Little Rock,67,64,Troy,3,Win,Home,-4.97,-1.70
1/5/13,Ark Little Rock,Troy,64,67,Troy,-3,Loss,Away,-1.70,-4.97
1/5/13,Tulane,Wofford,62,48,Tulane,14,Win,Home,4.33,-1.63
1/5/13,Wofford,Tulane,48,62,Tulane,-14,Loss,Away,-1.63,4.33
1/5/13,Pacific,UC Davis,74,64,UC Davis,10,Win,Away,1.55,-0.20
1/5/13,UC Davis,Pacific,64,74,UC Davis,-10,Loss,Home,-0.20,1.55
1/5/13,UCF,Florida A&M,99,69,UCF,30,Win,Home,2.48,-9.89
1/5/13,Florida A&M,UCF,69,99,UCF,-30,Loss,Away,-9.89,2.48
1/5/13,UCLA,Stanford,68,60,UCLA,8,Win,Home,6.42,4.81
1/5/13,Stanford,UCLA,60,68,UCLA,-8,Loss,Away,4.81,6.42
1/5/13,UNLV,CS Bakersfield,84,63,UNLV,21,Win,Home,7.52,-4.27
1/5/13,CS Bakersfield,UNLV,63,84,UNLV,-21,Loss,Away,-4.27,7.52
1/5/13,California,USC,72,64,USC,8,Win,Away,3.60,-1.90
1/5/13,USC,California,64,72,USC,-8,Loss,Home,-1.90,3.60
1/5/13,Louisiana Tech,UT Arlington,55,52,UT Arlington,3,Win,Away,8.70,1.55
1/5/13,UT Arlington,Louisiana Tech,52,55,UT Arlington,-3,Loss,Home,1.55,8.70
1/5/13,Utah St,Idaho,82,75,Utah St,7,Win,Home,4.79,-2.04
1/5/13,Idaho,Utah St,75,82,Utah St,-7,Loss,Away,-2.04,4.79
1/5/13,NJIT,Utah Valley,57,52,Utah Valley,5,Win,Away,0.75,-4.44
1/5/13,Utah Valley,NJIT,52,57,Utah Valley,-5,Loss,Home,-4.44,0.75
1/5/13,VA Commonwealth,Lehigh,59,55,VA Commonwealth,4,Win,Home,13.55,7.24
1/5/13,Lehigh,VA Commonwealth,55,59,VA Commonwealth,-4,Loss,Away,7.24,13.55
1/5/13,Vermont,Albany NY,70,45,Vermont,25,Win,Home,4.31,4.12
1/5/13,Albany NY,Vermont,45,70,Vermont,-25,Loss,Away,4.12,4.31
1/5/13,W Illinois,IUPUI,57,53,W Illinois,4,Win,Home,4.92,-13.00
1/5/13,IUPUI,W Illinois,53,57,W Illinois,-4,Loss,Away,-13.00,4.92
1/5/13,Wagner,F Dickinson,68,55,Wagner,13,Win,Home,1.84,-13.35
1/5/13,F Dickinson,Wagner,55,68,Wagner,-13,Loss,Away,-13.35,1.84
1/5/13,Washington,Washington St,68,63,Washington St,5,Win,Away,1.16,1.55
1/5/13,Washington St,Washington,63,68,Washington St,-5,Loss,Home,1.55,1.16
1/5/13,Weber St,North Dakota,95,63,Weber St,32,Win,Home,11.30,-3.68
1/5/13,North Dakota,Weber St,63,95,Weber St,-32,Loss,Away,-3.68,11.30
1/5/13,Oklahoma,West Virginia,67,57,West Virginia,10,Win,Away,5.33,-1.94
1/5/13,West Virginia,Oklahoma,57,67,West Virginia,-10,Loss,Home,-1.94,5.33
1/5/13,George Mason,William & Mary,73,66,William & Mary,7,Win,Away,2.27,-0.43
1/5/13,William & Mary,George Mason,66,73,William & Mary,-7,Loss,Home,-0.43,2.27
1/5/13,High Point,Winthrop,74,61,Winthrop,13,Win,Away,3.15,-4.31
1/5/13,Winthrop,High Point,61,74,Winthrop,-13,Loss,Home,-4.31,3.15
1/5/13,Wright St,WI Milwaukee,53,51,Wright St,2,Win,Home,3.59,-10.07
1/5/13,WI Milwaukee,Wright St,51,53,Wright St,-2,Loss,Away,-10.07,3.59
1/4/13,Alabama A&M,Jackson St,88,87,Alabama A&M,1,Win,Home,-9.04,-5.44
1/4/13,Jackson St,Alabama A&M,87,88,Alabama A&M,-1,Loss,Away,-5.44,-9.04
1/4/13,Alabama St,Grambling,69,56,Alabama St,13,Win,Home,-8.93,-27.37
1/4/13,Grambling,Alabama St,56,69,Alabama St,-13,Loss,Away,-27.37,-8.93
1/4/13,TX Southern,Alcorn St,57,48,Alcorn St,9,Win,Away,5.16,-7.13
1/4/13,Alcorn St,TX Southern,48,57,Alcorn St,-9,Loss,Home,-7.13,5.16
1/4/13,Georgia,G Washington,52,41,Georgia,11,Win,Home,-0.65,0.93
1/4/13,G Washington,Georgia,41,52,Georgia,-11,Loss,Away,0.93,-0.65
1/4/13,Yale,Holy Cross,61,54,Holy Cross,7,Win,Away,-3.14,-3.17
1/4/13,Holy Cross,Yale,54,61,Holy Cross,-7,Loss,Home,-3.17,-3.14
1/4/13,Loyola MD,Rider,71,65,Loyola MD,6,Win,Home,3.68,0.90
1/4/13,Rider,Loyola MD,65,71,Loyola MD,-6,Loss,Away,0.90,3.68
1/4/13,Mississippi,Fordham,95,68,Mississippi,27,Win,Home,11.10,-11.48
1/4/13,Fordham,Mississippi,68,95,Mississippi,-27,Loss,Away,-11.48,11.10
1/4/13,Rhode Island,Brown,59,47,Rhode Island,12,Win,Home,-5.55,-3.30
1/4/13,Brown,Rhode Island,47,59,Rhode Island,-12,Loss,Away,-3.30,-5.55
1/4/13,Iona,Siena,66,62,Siena,4,Win,Away,5.00,-8.73
1/4/13,Siena,Iona,62,66,Siena,-4,Loss,Home,-8.73,5.00
1/4/13,Southern Univ,Prairie View,50,45,Southern Univ,5,Win,Home,8.26,-6.82
1/4/13,Prairie View,Southern Univ,45,50,Southern Univ,-5,Loss,Away,-6.82,8.26
1/4/13,St Louis,Savannah St,67,59,St Louis,8,Win,Home,10.50,-1.14
1/4/13,Savannah St,St Louis,59,67,St Louis,-8,Loss,Away,-1.14,10.50
1/4/13,Manhattan,St Peter's,55,53,St Peter's,2,Win,Away,-2.38,-6.10
1/4/13,St Peter's,Manhattan,53,55,St Peter's,-2,Loss,Home,-6.10,-2.38
1/4/13,Memphis,Tennessee,85,80,Tennessee,5,Win,Away,10.58,3.33
1/4/13,Tennessee,Memphis,80,85,Tennessee,-5,Loss,Home,3.33,10.58
1/4/13,Texas A&M,Houston Bap,67,59,Texas A&M,8,Win,Home,1.81,-7.52
1/4/13,Houston Bap,Texas A&M,59,67,Texas A&M,-8,Loss,Away,-7.52,1.81
1/4/13,Valparaiso,Cleveland St,74,50,Valparaiso,24,Win,Home,8.90,-7.17
1/4/13,Cleveland St,Valparaiso,50,74,Valparaiso,-24,Loss,Away,-7.17,8.90
1/3/13,American Univ,MD E Shore,63,49,American Univ,14,Win,Home,-6.03,-14.48
1/3/13,MD E Shore,American Univ,49,63,American Univ,-14,Loss,Away,-14.48,-6.03
1/3/13,Arizona,Colorado,92,83,Arizona,9,Win,Home,9.97,4.80
1/3/13,Colorado,Arizona,83,92,Arizona,-9,Loss,Away,4.80,9.97
1/3/13,Ark Little Rock,W Kentucky,75,67,Ark Little Rock,8,Win,Home,-1.70,0.10
1/3/13,W Kentucky,Ark Little Rock,67,75,Ark Little Rock,-8,Loss,Away,0.10,-1.70
1/3/13,Arkansas St,Middle Tenn St,66,60,Arkansas St,6,Win,Home,5.39,13.97
1/3/13,Middle Tenn St,Arkansas St,60,66,Arkansas St,-6,Loss,Away,13.97,5.39
1/3/13,BYU,Loy Marymount,92,51,BYU,41,Win,Home,6.80,-6.61
1/3/13,Loy Marymount,BYU,51,92,BYU,-41,Loss,Away,-6.61,6.80
1/3/13,Cal Poly SLO,Long Beach St,79,73,Cal Poly SLO,6,Win,Home,0.96,-1.86
1/3/13,Long Beach St,Cal Poly SLO,73,79,Cal Poly SLO,-6,Loss,Away,-1.86,0.96
1/3/13,Fairfield,Canisius,66,45,Canisius,21,Win,Away,2.03,3.37
1/3/13,Canisius,Fairfield,45,66,Canisius,-21,Loss,Home,3.37,2.03
1/3/13,UC Riverside,CS Northridge,65,64,CS Northridge,1,Win,Away,-9.79,-1.97
1/3/13,CS Northridge,UC Riverside,64,65,CS Northridge,-1,Loss,Home,-1.97,-9.79
1/3/13,Denver,Texas St,64,53,Denver,11,Win,Home,10.21,-6.23
1/3/13,Texas St,Denver,53,64,Denver,-11,Loss,Away,-6.23,10.21
1/3/13,Detroit,WI Milwaukee,74,59,Detroit,15,Win,Home,6.03,-10.07
1/3/13,WI Milwaukee,Detroit,59,74,Detroit,-15,Loss,Away,-10.07,6.03
1/3/13,E Kentucky,E Illinois,65,54,E Kentucky,11,Win,Home,6.34,-3.63
1/3/13,E Illinois,E Kentucky,54,65,E Kentucky,-11,Loss,Away,-3.63,6.34
1/3/13,FL Atlantic,ULL,75,70,FL Atlantic,5,Win,Home,-3.43,-3.00
1/3/13,ULL,FL Atlantic,70,75,FL Atlantic,-5,Loss,Away,-3.00,-3.43
1/3/13,Northeastern,George Mason,84,74,George Mason,10,Win,Away,1.63,2.27
1/3/13,George Mason,Northeastern,74,84,George Mason,-10,Loss,Home,2.27,1.63
1/3/13,Hawaii,CS Fullerton,90,88,Hawaii,2,Win,Home,1.21,0.38
1/3/13,CS Fullerton,Hawaii,88,90,Hawaii,-2,Loss,Away,0.38,1.21
1/3/13,Houston,TX Pan American,96,71,Houston,25,Win,Home,4.32,-5.07
1/3/13,TX Pan American,Houston,71,96,Houston,-25,Loss,Away,-5.07,4.32
1/3/13,North Dakota,Idaho St,66,53,Idaho St,13,Win,Away,-3.68,-8.14
1/3/13,Idaho St,North Dakota,53,66,Idaho St,-13,Loss,Home,-8.14,-3.68
1/3/13,Belmont,Jacksonville St,73,62,Jacksonville St,11,Win,Away,12.75,-0.19
1/3/13,Jacksonville St,Belmont,62,73,Jacksonville St,-11,Loss,Home,-0.19,12.75
1/3/13,Mississippi St,New Orleans,97,46,Mississippi St,51,Win,Home,-9.30,-15.14
1/3/13,New Orleans,Mississippi St,46,97,Mississippi St,-51,Loss,Away,-15.14,-9.30
1/3/13,S Dakota St,Missouri KC,77,61,Missouri KC,16,Win,Away,5.57,-10.87
1/3/13,Missouri KC,S Dakota St,61,77,Missouri KC,-16,Loss,Home,-10.87,5.57
1/3/13,Montana,E Washington,81,66,Montana,15,Win,Home,4.56,-5.29
1/3/13,E Washington,Montana,66,81,Montana,-15,Loss,Away,-5.29,4.56
1/3/13,Montana St,Portland St,62,59,Montana St,3,Win,Home,-3.89,-5.31
1/3/13,Portland St,Montana St,59,62,Montana St,-3,Loss,Away,-5.31,-3.89
1/3/13,Morehead St,Edwardsville,68,64,Morehead St,4,Win,Home,-3.59,-6.52
1/3/13,Edwardsville,Morehead St,64,68,Morehead St,-4,Loss,Away,-6.52,-3.59
1/3/13,F Dickinson,Mt St Mary's,72,65,Mt St Mary's,7,Win,Away,-13.35,-1.13
1/3/13,Mt St Mary's,F Dickinson,65,72,Mt St Mary's,-7,Loss,Home,-1.13,-13.35
1/3/13,New Mexico St,UT San Antonio,82,62,New Mexico St,20,Win,Home,4.53,-6.31
1/3/13,UT San Antonio,New Mexico St,62,82,New Mexico St,-20,Loss,Away,-6.31,4.53
1/3/13,Niagara,Marist,94,72,Niagara,22,Win,Home,2.23,-4.67
1/3/13,Marist,Niagara,72,94,Niagara,-22,Loss,Away,-4.67,2.23
1/3/13,Nicholls St,Cent Arkansas,83,79,Nicholls St,4,Win,Home,-5.66,-4.70
1/3/13,Cent Arkansas,Nicholls St,79,83,Nicholls St,-4,Loss,Away,-4.70,-5.66
1/3/13,North Texas,Troy,76,59,North Texas,17,Win,Home,-3.14,-4.97
1/3/13,Troy,North Texas,59,76,North Texas,-17,Loss,Away,-4.97,-3.14
1/3/13,Northern Arizona,CS Sacramento,57,50,Northern Arizona,7,Win,Home,-7.90,-2.63
1/3/13,CS Sacramento,Northern Arizona,50,57,Northern Arizona,-7,Loss,Away,-2.63,-7.90
1/3/13,Michigan,Northwestern,94,66,Northwestern,28,Win,Away,11.93,-2.58
1/3/13,Northwestern,Michigan,66,94,Northwestern,-28,Loss,Home,-2.58,11.93
1/3/13,Northwestern LA,McNeese St,78,63,Northwestern LA,15,Win,Home,5.76,-6.73
1/3/13,McNeese St,Northwestern LA,63,78,Northwestern LA,-15,Loss,Away,-6.73,5.76
1/3/13,Oakland,NE Omaha,91,79,Oakland,12,Win,Home,-1.90,-11.28
1/3/13,NE Omaha,Oakland,79,91,Oakland,-12,Loss,Away,-11.28,-1.90
1/3/13,Gonzaga,Pepperdine,78,62,Pepperdine,16,Win,Away,17.40,-4.86
1/3/13,Pepperdine,Gonzaga,62,78,Pepperdine,-16,Loss,Home,-4.86,17.40
1/3/13,St Francis NY,Quinnipiac,63,61,Quinnipiac,2,Win,Away,-1.17,0.16
1/3/13,Quinnipiac,St Francis NY,61,63,Quinnipiac,-2,Loss,Home,0.16,-1.17
1/3/13,Bryant,Robert Morris,84,77,Robert Morris,7,Win,Away,2.90,5.67
1/3/13,Robert Morris,Bryant,77,84,Robert Morris,-7,Loss,Home,5.67,2.90
1/3/13,Sacred Heart,Long Island,77,73,Sacred Heart,4,Win,Home,-6.07,2.50
1/3/13,Long Island,Sacred Heart,73,77,Sacred Heart,-4,Loss,Away,2.50,-6.07
1/3/13,San Diego,Portland,61,50,San Diego,11,Win,Home,-3.59,-9.00
1/3/13,Portland,San Diego,50,61,San Diego,-11,Loss,Away,-9.00,-3.59
1/3/13,Idaho,San Jose St,64,55,San Jose St,9,Win,Away,-2.04,-8.11
1/3/13,San Jose St,Idaho,55,64,San Jose St,-9,Loss,Home,-8.11,-2.04
1/3/13,Santa Barbara,UC Irvine,74,71,Santa Barbara,3,Win,Home,-4.68,0.83
1/3/13,UC Irvine,Santa Barbara,71,74,Santa Barbara,-3,Loss,Away,0.83,-4.68
1/3/13,Oral Roberts,SE Louisiana,86,72,SE Louisiana,14,Win,Away,2.80,-7.74
1/3/13,SE Louisiana,Oral Roberts,72,86,SE Louisiana,-14,Loss,Home,-7.74,2.80
1/3/13,SE Missouri St,Austin Peay,86,84,SE Missouri St,2,Win,Home,0.76,-8.03
1/3/13,Austin Peay,SE Missouri St,84,86,SE Missouri St,-2,Loss,Away,-8.03,0.76
1/3/13,SF Austin,Lamar,79,43,SF Austin,36,Win,Home,11.88,-17.29
1/3/13,Lamar,SF Austin,43,79,SF Austin,-36,Loss,Away,-17.29,11.88
1/3/13,N Dakota St,South Dakota,92,66,South Dakota,26,Win,Away,9.96,-4.70
1/3/13,South Dakota,N Dakota St,66,92,South Dakota,-26,Loss,Home,-4.70,9.96
1/3/13,St Francis PA,Central Conn,67,60,St Francis PA,7,Win,Home,-10.79,-4.20
1/3/13,Central Conn,St Francis PA,60,67,St Francis PA,-7,Loss,Away,-4.20,-10.79
1/3/13,Tennessee St,Tennessee Tech,72,66,Tennessee Tech,6,Win,Away,-0.68,-6.37
1/3/13,Tennessee Tech,Tennessee St,66,72,Tennessee Tech,-6,Loss,Home,-6.37,-0.68
1/3/13,Murray St,TN Martin,73,62,TN Martin,11,Win,Away,4.19,-12.59
1/3/13,TN Martin,Murray St,62,73,TN Martin,-11,Loss,Home,-12.59,4.19
1/3/13,UCLA,California,79,65,UCLA,14,Win,Home,6.42,3.60
1/3/13,California,UCLA,65,79,UCLA,-14,Loss,Away,3.60,6.42
1/3/13,South Alabama,ULM,77,72,ULM,5,Win,Away,0.59,-12.46
1/3/13,ULM,South Alabama,72,77,ULM,-5,Loss,Home,-12.46,0.59
1/3/13,UNLV,Chicago St,74,52,UNLV,22,Win,Home,7.52,-8.12
1/3/13,Chicago St,UNLV,52,74,UNLV,-22,Loss,Away,-8.12,7.52
1/3/13,USC,Stanford,71,69,USC,2,Win,Home,-1.90,4.81
1/3/13,Stanford,USC,69,71,USC,-2,Loss,Away,4.81,-1.90
1/3/13,Utah St,Seattle,75,66,Utah St,9,Win,Home,4.79,-3.18
1/3/13,Seattle,Utah St,66,75,Utah St,-9,Loss,Away,-3.18,4.79
1/3/13,Wagner,Monmouth NJ,60,56,Wagner,4,Win,Home,1.84,-7.84
1/3/13,Monmouth NJ,Wagner,56,60,Wagner,-4,Loss,Away,-7.84,1.84
1/3/13,Weber St,N Colorado,79,54,Weber St,25,Win,Home,11.30,-2.59
1/3/13,N Colorado,Weber St,54,79,Weber St,-25,Loss,Away,-2.59,11.30
1/3/13,Wisconsin,Penn St,60,51,Wisconsin,9,Win,Home,10.10,-6.27
1/3/13,Penn St,Wisconsin,51,60,Wisconsin,-9,Loss,Away,-6.27,10.10
1/3/13,Wright St,WI Green Bay,64,53,Wright St,11,Win,Home,3.59,2.23
1/3/13,WI Green Bay,Wright St,53,64,Wright St,-11,Loss,Away,2.23,3.59
1/2/13,Akron,Coppin St,91,63,Akron,28,Win,Home,9.13,-8.37
1/2/13,Coppin St,Akron,63,91,Akron,-28,Loss,Away,-8.37,9.13
1/2/13,Alabama A&M,Grambling,78,53,Alabama A&M,25,Win,Home,-9.04,-27.37
1/2/13,Grambling,Alabama A&M,53,78,Alabama A&M,-25,Loss,Away,-27.37,-9.04
1/2/13,Alabama St,Jackson St,70,66,Alabama St,4,Win,Home,-8.93,-5.44
1/2/13,Jackson St,Alabama St,66,70,Alabama St,-4,Loss,Away,-5.44,-8.93
1/2/13,Albany NY,MD Baltimore Co,65,48,Albany NY,17,Win,Home,4.12,-9.21
1/2/13,MD Baltimore Co,Albany NY,48,65,Albany NY,-17,Loss,Away,-9.21,4.12
1/2/13,Alcorn St,Prairie View,68,54,Alcorn St,14,Win,Home,-7.13,-6.82
1/2/13,Prairie View,Alcorn St,54,68,Alcorn St,-14,Loss,Away,-6.82,-7.13
1/2/13,Arizona St,Utah,55,54,Arizona St,1,Win,Home,4.55,-1.93
1/2/13,Utah,Arizona St,54,55,Arizona St,-1,Loss,Away,-1.93,4.55
1/2/13,Ark Pine Bluff,MS Valley St,79,64,Ark Pine Bluff,15,Win,Home,-3.93,-10.86
1/2/13,MS Valley St,Ark Pine Bluff,64,79,Ark Pine Bluff,-15,Loss,Away,-10.86,-3.93
1/2/13,Auburn,Florida St,78,72,Auburn,6,Win,Home,-3.81,-1.00
1/2/13,Florida St,Auburn,72,78,Auburn,-6,Loss,Away,-1.00,-3.81
1/2/13,Ball St,Norfolk St,62,61,Ball St,1,Win,Home,-3.14,1.26
1/2/13,Norfolk St,Ball St,61,62,Ball St,-1,Loss,Away,1.26,-3.14
1/2/13,Butler,Penn,70,57,Butler,13,Win,Home,5.20,-5.23
1/2/13,Penn,Butler,57,70,Butler,-13,Loss,Away,-5.23,5.20
1/2/13,Charlotte,UNC Asheville,71,63,Charlotte,8,Win,Home,0.63,0.86
1/2/13,UNC Asheville,Charlotte,63,71,Charlotte,-8,Loss,Away,0.86,0.63
1/2/13,Kent,Cleveland St,72,55,Cleveland St,17,Win,Away,4.06,-7.17
1/2/13,Cleveland St,Kent,55,72,Cleveland St,-17,Loss,Home,-7.17,4.06
1/2/13,Colorado St,UTEP,62,58,Colorado St,4,Win,Home,9.45,2.63
1/2/13,UTEP,Colorado St,58,62,Colorado St,-4,Loss,Away,2.63,9.45
1/2/13,Columbia,Colgate,66,59,Columbia,7,Win,Home,0.23,-6.16
1/2/13,Colgate,Columbia,59,66,Columbia,-7,Loss,Away,-6.16,0.23
1/2/13,Bucknell,Cornell,72,56,Cornell,16,Win,Away,9.61,-4.90
1/2/13,Cornell,Bucknell,56,72,Cornell,-16,Loss,Home,-4.90,9.61
1/2/13,Seton Hall,DePaul,73,72,DePaul,1,Win,Away,-0.19,-3.42
1/2/13,DePaul,Seton Hall,72,73,DePaul,-1,Loss,Home,-3.42,-0.19
1/2/13,Wichita St,Drake,75,63,Drake,12,Win,Away,8.87,-1.93
1/2/13,Drake,Wichita St,63,75,Drake,-12,Loss,Home,-1.93,8.87
1/2/13,Campbell,East Carolina,86,81,East Carolina,5,Win,Away,-4.82,0.04
1/2/13,East Carolina,Campbell,81,86,East Carolina,-5,Loss,Home,0.04,-4.82
1/2/13,VA Commonwealth,ETSU,109,58,ETSU,51,Win,Away,13.55,-10.57
1/2/13,ETSU,VA Commonwealth,58,109,ETSU,-51,Loss,Home,-10.57,13.55
1/2/13,Evansville,Missouri St,62,59,Evansville,3,Win,Home,2.63,-7.90
1/2/13,Missouri St,Evansville,59,62,Evansville,-3,Loss,Away,-7.90,2.63
1/2/13,Florida Intl,Florida A&M,88,72,Florida Intl,16,Win,Home,-0.55,-9.89
1/2/13,Florida A&M,Florida Intl,72,88,Florida Intl,-16,Loss,Away,-9.89,-0.55
1/2/13,Drexel,Georgia St,77,60,Georgia St,17,Win,Away,0.10,0.37
1/2/13,Georgia St,Drexel,60,77,Georgia St,-17,Loss,Home,0.37,0.10
1/2/13,Georgia Tech,Chattanooga,74,58,Georgia Tech,16,Win,Home,2.67,-5.48
1/2/13,Chattanooga,Georgia Tech,58,74,Georgia Tech,-16,Loss,Away,-5.48,2.67
1/2/13,Hartford,Binghamton,71,68,Hartford,3,Win,Home,-0.66,-14.54
1/2/13,Binghamton,Hartford,68,71,Hartford,-3,Loss,Away,-14.54,-0.66
1/2/13,IL Chicago,Youngstown St,65,60,IL Chicago,5,Win,Home,-1.13,-1.57
1/2/13,Youngstown St,IL Chicago,60,65,IL Chicago,-5,Loss,Away,-1.57,-1.13
1/2/13,Creighton,Illinois St,79,72,Illinois St,7,Win,Away,12.32,6.52
1/2/13,Illinois St,Creighton,72,79,Illinois St,-7,Loss,Home,6.52,12.32
1/2/13,IPFW,Navy,68,63,IPFW,5,Win,Home,-1.90,-6.87
1/2/13,Navy,IPFW,63,68,IPFW,-5,Loss,Away,-6.87,-1.90
1/2/13,Jacksonville,Lipscomb,85,71,Jacksonville,14,Win,Home,-5.45,-8.24
1/2/13,Lipscomb,Jacksonville,71,85,Jacksonville,-14,Loss,Away,-8.24,-5.45
1/2/13,Stetson,Kennesaw,70,60,Kennesaw,10,Win,Away,-2.39,-10.63
1/2/13,Kennesaw,Stetson,60,70,Kennesaw,-10,Loss,Home,-10.63,-2.39
1/2/13,Kentucky,E Michigan,90,38,Kentucky,52,Win,Home,9.26,-5.43
1/2/13,E Michigan,Kentucky,38,90,Kentucky,-52,Loss,Away,-5.43,9.26
1/2/13,Lafayette,NJIT,83,66,Lafayette,17,Win,Home,-0.41,0.75
1/2/13,NJIT,Lafayette,66,83,Lafayette,-17,Loss,Away,0.75,-0.41
1/2/13,Louisville,Providence,80,62,Louisville,18,Win,Home,15.55,3.43
1/2/13,Providence,Louisville,62,80,Louisville,-18,Loss,Away,3.43,15.55
1/2/13,Maine,Boston Univ,63,58,Maine,5,Win,Home,-5.45,3.69
1/2/13,Boston Univ,Maine,58,63,Maine,-5,Loss,Away,3.69,-5.45
1/2/13,Delaware St,Marshall,53,51,Marshall,2,Win,Away,-6.18,-4.35
1/2/13,Marshall,Delaware St,51,53,Marshall,-2,Loss,Home,-4.35,-6.18
1/2/13,Mercer,FL Gulf Coast,77,70,Mercer,7,Win,Home,5.41,4.57
1/2/13,FL Gulf Coast,Mercer,70,77,Mercer,-7,Loss,Away,4.57,5.41
1/2/13,Miami FL,La Salle,76,59,Miami FL,17,Win,Home,9.13,7.07
1/2/13,La Salle,Miami FL,59,76,Miami FL,-17,Loss,Away,7.07,9.13
1/2/13,Massachusetts,Miami OH,70,69,Miami OH,1,Win,Away,1.86,-6.82
1/2/13,Miami OH,Massachusetts,69,70,Miami OH,-1,Loss,Home,-6.82,1.86
1/2/13,NC A&T,Radford,81,77,NC A&T,4,Win,Home,-0.87,-3.61
1/2/13,Radford,NC A&T,77,81,NC A&T,-4,Loss,Away,-3.61,-0.87
1/2/13,Duke,Davidson,67,50,Neutral,17,Win,Neutral,13.58,10.55
1/2/13,Davidson,Duke,50,67,Neutral,-17,Loss,Neutral,10.55,13.58
1/2/13,Vermont,New Hampshire,64,51,New Hampshire,13,Win,Away,4.31,-3.52
1/2/13,New Hampshire,Vermont,51,64,New Hampshire,-13,Loss,Home,-3.52,4.31
1/2/13,N Kentucky,North Florida,65,52,North Florida,13,Win,Away,-2.31,-3.93
1/2/13,North Florida,N Kentucky,52,65,North Florida,-13,Loss,Home,-3.93,-2.31
1/2/13,Indiana St,Northern Iowa,65,61,Northern Iowa,4,Win,Away,0.62,3.10
1/2/13,Northern Iowa,Indiana St,61,65,Northern Iowa,-4,Loss,Home,3.10,0.62
1/2/13,Ohio St,Nebraska,70,44,Ohio St,26,Win,Home,11.47,-4.90
1/2/13,Nebraska,Ohio St,44,70,Ohio St,-26,Loss,Away,-4.90,11.47
1/2/13,James Madison,Old Dominion,58,55,Old Dominion,3,Win,Away,0.29,-6.03
1/2/13,Old Dominion,James Madison,55,58,Old Dominion,-3,Loss,Home,-6.03,0.29
1/2/13,Purdue,Illinois,68,61,Purdue,7,Win,Home,1.00,3.87
1/2/13,Illinois,Purdue,61,68,Purdue,-7,Loss,Away,3.87,1.00
