Date,Team,Opponent,Team Score,Opponent Score,Location,Team Margin,Team Result,Team Location,Team Avg Scoring Margin,Opponent Average Scoring Margin
2/2/13,Wake Forest,Maryland,60,86,Maryland,-26,Loss,Away,-2.40,7.10
2/2/13,MD Baltimore Co,Maine,68,67,MD Baltimore Co,1,Win,Home,-9.21,-5.45
2/2/13,Maine,MD Baltimore Co,67,68,MD Baltimore Co,-1,Loss,Away,-5.45,-9.21
2/2/13,NC A&T,MD E Shore,46,44,MD E Shore,2,Win,Away,-0.87,-14.48
2/2/13,MD E Shore,NC A&T,44,46,MD E Shore,-2,Loss,Home,-14.48,-0.87
2/2/13,Memphis,Tulsa,94,64,Memphis,30,Win,Home,10.58,-1.38
2/2/13,Tulsa,Memphis,64,94,Memphis,-30,Loss,Away,-1.38,10.58
2/2/13,LSU,Mississippi St,69,68,Mississippi St,1,Win,Away,2.52,-9.30
2/2/13,Mississippi St,LSU,68,69,Mississippi St,-1,Loss,Home,-9.30,2.52
2/2/13,Missouri,Auburn,91,77,Missouri,14,Win,Home,10.39,-3.81
2/2/13,Auburn,Missouri,77,91,Missouri,-14,Loss,Away,-3.81,10.39
2/2/13,Missouri St,Evansville,62,61,Missouri St,1,Win,Home,-7.90,2.63
2/2/13,Evansville,Missouri St,61,62,Missouri St,-1,Loss,Away,2.63,-7.90
2/2/13,Bryant,Monmouth NJ,77,62,Monmouth NJ,15,Win,Away,2.90,-7.84
2/2/13,Monmouth NJ,Bryant,62,77,Monmouth NJ,-15,Loss,Home,-7.84,2.90
2/2/13,Hampton,Morgan St,64,62,Morgan St,2,Win,Away,-1.47,1.71
2/2/13,Morgan St,Hampton,62,64,Morgan St,-2,Loss,Home,1.71,-1.47
2/2/13,Mt St Mary's,Sacred Heart,91,82,Mt St Mary's,9,Win,Home,-1.13,-6.07
2/2/13,Sacred Heart,Mt St Mary's,82,91,Mt St Mary's,-9,Loss,Away,-6.07,-1.13
2/2/13,Murray St,Austin Peay,75,68,Murray St,7,Win,Home,4.19,-8.03
2/2/13,Austin Peay,Murray St,68,75,Murray St,-7,Loss,Away,-8.03,4.19
2/2/13,Weber St,N Colorado,85,64,N Colorado,21,Win,Away,11.30,-2.59
2/2/13,N Colorado,Weber St,64,85,N Colorado,-21,Loss,Home,-2.59,11.30
2/2/13,N Dakota St,South Dakota,65,46,N Dakota St,19,Win,Home,9.96,-4.70
2/2/13,South Dakota,N Dakota St,46,65,N Dakota St,-19,Loss,Away,-4.70,9.96
2/2/13,Toledo,N Illinois,69,64,N Illinois,5,Win,Away,0.61,-10.11
2/2/13,N Illinois,Toledo,64,69,N Illinois,-5,Loss,Home,-10.11,0.61
2/2/13,Miami FL,NC State,79,78,NC State,1,Win,Away,9.13,7.35
2/2/13,NC State,Miami FL,78,79,NC State,-1,Loss,Home,7.35,9.13
2/2/13,Oakland,NE Omaha,96,81,NE Omaha,15,Win,Away,-1.90,-11.28
2/2/13,NE Omaha,Oakland,81,96,NE Omaha,-15,Loss,Home,-11.28,-1.90
2/2/13,Ohio St,Nebraska,63,56,Nebraska,7,Win,Away,11.47,-4.90
2/2/13,Nebraska,Ohio St,56,63,Nebraska,-7,Loss,Home,-4.90,11.47
2/2/13,Stony Brook,New Hampshire,56,54,New Hampshire,2,Win,Away,9.90,-3.52
2/2/13,New Hampshire,Stony Brook,54,56,New Hampshire,-2,Loss,Home,-3.52,9.90
2/2/13,New Mexico,Nevada,75,62,New Mexico,13,Win,Home,6.74,-4.93
2/2/13,Nevada,New Mexico,62,75,New Mexico,-13,Loss,Away,-4.93,6.74
2/2/13,Loyola MD,Niagara,89,87,Niagara,2,Win,Away,3.68,2.23
2/2/13,Niagara,Loyola MD,87,89,Niagara,-2,Loss,Home,2.23,3.68
2/2/13,North Carolina,Virginia Tech,72,60,North Carolina,12,Win,Home,7.30,-4.13
2/2/13,Virginia Tech,North Carolina,60,72,North Carolina,-12,Loss,Away,-4.13,7.30
2/2/13,North Dakota,Idaho St,69,52,North Dakota,17,Win,Home,-3.68,-8.14
2/2/13,Idaho St,North Dakota,52,69,North Dakota,-17,Loss,Away,-8.14,-3.68
2/2/13,North Florida,Stetson,64,59,North Florida,5,Win,Home,-3.93,-2.39
2/2/13,Stetson,North Florida,59,64,North Florida,-5,Loss,Away,-2.39,-3.93
2/2/13,Northeastern,Drexel,59,52,Northeastern,7,Win,Home,1.63,0.10
2/2/13,Drexel,Northeastern,52,59,Northeastern,-7,Loss,Away,0.10,1.63
2/2/13,Northern Iowa,Wichita St,57,52,Northern Iowa,5,Win,Home,3.10,8.87
2/2/13,Wichita St,Northern Iowa,52,57,Northern Iowa,-5,Loss,Away,8.87,3.10
2/2/13,Northwestern,Purdue,75,60,Northwestern,15,Win,Home,-2.58,1.00
2/2/13,Purdue,Northwestern,60,75,Northwestern,-15,Loss,Away,1.00,-2.58
2/2/13,Kansas St,Oklahoma,52,50,Oklahoma,2,Win,Away,7.60,5.33
2/2/13,Oklahoma,Kansas St,50,52,Oklahoma,-2,Loss,Home,5.33,7.60
2/2/13,Oral Roberts,SE Louisiana,65,59,Oral Roberts,6,Win,Home,2.80,-7.74
2/2/13,SE Louisiana,Oral Roberts,59,65,Oral Roberts,-6,Loss,Away,-7.74,2.80
2/2/13,Pacific,UC Davis,77,64,Pacific,13,Win,Home,1.55,-0.20
2/2/13,UC Davis,Pacific,64,77,Pacific,-13,Loss,Away,-0.20,1.55
2/2/13,Cornell,Penn,71,69,Penn,2,Win,Away,-4.90,-5.23
2/2/13,Penn,Cornell,69,71,Penn,-2,Loss,Home,-5.23,-4.90
2/2/13,San Francisco,Pepperdine,86,78,Pepperdine,8,Win,Away,-0.59,-4.86
2/2/13,Pepperdine,San Francisco,78,86,Pepperdine,-8,Loss,Home,-4.86,-0.59
2/2/13,Pittsburgh,Syracuse,65,55,Pittsburgh,10,Win,Home,14.71,12.68
2/2/13,Syracuse,Pittsburgh,55,65,Pittsburgh,-10,Loss,Away,12.68,14.71
2/2/13,Montana St,Portland St,70,64,Portland St,6,Win,Away,-3.89,-5.31
2/2/13,Portland St,Montana St,64,70,Portland St,-6,Loss,Home,-5.31,-3.89
2/2/13,Princeton,Columbia,72,66,Princeton,6,Win,Home,4.50,0.23
2/2/13,Columbia,Princeton,66,72,Princeton,-6,Loss,Away,0.23,4.50
2/2/13,East Carolina,Rice,79,63,Rice,16,Win,Away,0.04,-11.36
2/2/13,Rice,East Carolina,63,79,Rice,-16,Loss,Home,-11.36,0.04
2/2/13,Richmond,Xavier,73,71,Richmond,2,Win,Home,4.00,2.87
2/2/13,Xavier,Richmond,71,73,Richmond,-2,Loss,Away,2.87,4.00
2/2/13,S Dakota St,Missouri KC,88,57,S Dakota St,31,Win,Home,5.57,-10.87
2/2/13,Missouri KC,S Dakota St,57,88,S Dakota St,-31,Loss,Away,-10.87,5.57
2/2/13,Gonzaga,San Diego,65,63,San Diego,2,Win,Away,17.40,-3.59
2/2/13,San Diego,Gonzaga,63,65,San Diego,-2,Loss,Home,-3.59,17.40
2/2/13,N Kentucky,SC Upstate,70,65,SC Upstate,5,Win,Away,-2.31,0.77
2/2/13,SC Upstate,N Kentucky,65,70,SC Upstate,-5,Loss,Home,0.77,-2.31
2/2/13,E Kentucky,SE Missouri St,81,72,SE Missouri St,9,Win,Away,6.34,0.76
2/2/13,SE Missouri St,E Kentucky,72,81,SE Missouri St,-9,Loss,Home,0.76,6.34
2/2/13,Utah St,Seattle,68,46,Seattle,22,Win,Away,4.79,-3.18
2/2/13,Seattle,Utah St,46,68,Seattle,-22,Loss,Home,-3.18,4.79
2/2/13,Cincinnati,Seton Hall,65,59,Seton Hall,6,Win,Away,8.45,-0.19
2/2/13,Seton Hall,Cincinnati,59,65,Seton Hall,-6,Loss,Home,-0.19,8.45
2/2/13,Houston,SMU,84,80,SMU,4,Win,Away,4.32,0.80
2/2/13,SMU,Houston,80,84,SMU,-4,Loss,Home,0.80,4.32
2/2/13,Georgia,South Carolina,67,56,South Carolina,11,Win,Away,-0.65,-2.55
2/2/13,South Carolina,Georgia,56,67,South Carolina,-11,Loss,Home,-2.55,-0.65
2/2/13,Southern Univ,Grambling,59,31,Southern Univ,28,Win,Home,8.26,-27.37
2/2/13,Grambling,Southern Univ,31,59,Southern Univ,-28,Loss,Away,-27.37,8.26
2/2/13,Southern Utah,Northern Arizona,78,67,Southern Utah,11,Win,Home,-6.68,-7.90
2/2/13,Northern Arizona,Southern Utah,67,78,Southern Utah,-11,Loss,Away,-7.90,-6.68
2/2/13,St Bonaventure,Duquesne,68,60,St Bonaventure,8,Win,Home,0.72,-8.03
2/2/13,Duquesne,St Bonaventure,60,68,St Bonaventure,-8,Loss,Away,-8.03,0.72
2/2/13,St Francis PA,St Francis NY,64,61,St Francis NY,3,Win,Away,-10.79,-1.17
2/2/13,St Francis NY,St Francis PA,61,64,St Francis NY,-3,Loss,Home,-1.17,-10.79
2/2/13,St Joseph's PA,Temple,70,69,St Joseph's PA,1,Win,Home,3.76,4.97
2/2/13,Temple,St Joseph's PA,69,70,St Joseph's PA,-1,Loss,Away,4.97,3.76
2/2/13,St Louis,Dayton,81,52,St Louis,29,Win,Home,10.50,5.47
2/2/13,Dayton,St Louis,52,81,St Louis,-29,Loss,Away,5.47,10.50
2/2/13,St Mary's CA,Portland,77,42,St Mary's CA,35,Win,Home,12.70,-9.00
2/2/13,Portland,St Mary's CA,42,77,St Mary's CA,-35,Loss,Away,-9.00,12.70
2/2/13,Sam Houston St,TAM C. Christi,55,51,TAM C. Christi,4,Win,Away,-1.64,-8.11
2/2/13,TAM C. Christi,Sam Houston St,51,55,TAM C. Christi,-4,Loss,Home,-8.11,-1.64
2/2/13,Texas,TCU,60,43,Texas,17,Win,Home,0.50,-8.53
2/2/13,TCU,Texas,43,60,Texas,-17,Loss,Away,-8.53,0.50
2/2/13,Kentucky,Texas A&M,72,68,Texas A&M,4,Win,Away,9.26,1.81
2/2/13,Texas A&M,Kentucky,68,72,Texas A&M,-4,Loss,Home,1.81,9.26
2/2/13,Denver,Texas St,79,64,Texas St,15,Win,Away,10.21,-6.23
2/2/13,Texas St,Denver,64,79,Texas St,-15,Loss,Home,-6.23,10.21
2/2/13,West Virginia,Texas Tech,77,61,Texas Tech,16,Win,Away,-1.94,-7.03
2/2/13,Texas Tech,West Virginia,61,77,Texas Tech,-16,Loss,Home,-7.03,-1.94
2/2/13,Troy,ULL,71,52,Troy,19,Win,Home,-4.97,-3.00
2/2/13,ULL,Troy,52,71,Troy,-19,Loss,Away,-3.00,-4.97
2/2/13,TX Pan American,Chicago St,68,65,TX Pan American,3,Win,Home,-5.07,-8.12
2/2/13,Chicago St,TX Pan American,65,68,TX Pan American,-3,Loss,Away,-8.12,-5.07
2/2/13,TX Southern,Prairie View,84,48,TX Southern,36,Win,Home,5.16,-6.82
2/2/13,Prairie View,TX Southern,48,84,TX Southern,-36,Loss,Away,-6.82,5.16
2/2/13,Southern Miss,UAB,79,75,UAB,4,Win,Away,7.83,-0.87
2/2/13,UAB,Southern Miss,75,79,UAB,-4,Loss,Home,-0.87,7.83
2/2/13,UC Irvine,Santa Barbara,62,60,UC Irvine,2,Win,Home,0.83,-4.68
2/2/13,Santa Barbara,UC Irvine,60,62,UC Irvine,-2,Loss,Away,-4.68,0.83
2/2/13,CS Northridge,UC Riverside,69,53,UC Riverside,16,Win,Away,-1.97,-9.79
2/2/13,UC Riverside,CS Northridge,53,69,UC Riverside,-16,Loss,Home,-9.79,-1.97
2/2/13,New Mexico St,UT San Antonio,75,62,UT San Antonio,13,Win,Away,4.53,-6.31
2/2/13,UT San Antonio,New Mexico St,62,75,UT San Antonio,-13,Loss,Home,-6.31,4.53
2/2/13,Utah,Colorado,58,55,Utah,3,Win,Home,-1.93,4.80
2/2/13,Colorado,Utah,55,58,Utah,-3,Loss,Away,4.80,-1.93
2/2/13,UTEP,Tulane,62,50,UTEP,12,Win,Home,2.63,4.33
2/2/13,Tulane,UTEP,50,62,UTEP,-12,Loss,Away,4.33,2.63
2/2/13,VA Commonwealth,Fordham,81,65,VA Commonwealth,16,Win,Home,13.55,-11.48
2/2/13,Fordham,VA Commonwealth,65,81,VA Commonwealth,-16,Loss,Away,-11.48,13.55
2/2/13,Alabama,Vanderbilt,58,54,Vanderbilt,4,Win,Away,3.50,0.00
2/2/13,Vanderbilt,Alabama,54,58,Vanderbilt,-4,Loss,Home,0.00,3.50
2/2/13,W Michigan,Buffalo,71,60,W Michigan,11,Win,Home,2.07,-2.57
2/2/13,Buffalo,W Michigan,60,71,W Michigan,-11,Loss,Away,-2.57,2.07
2/2/13,Quinnipiac,Wagner,74,69,Wagner,5,Win,Away,0.16,1.84
2/2/13,Wagner,Quinnipiac,69,74,Wagner,-5,Loss,Home,1.84,0.16
2/2/13,Washington,Arizona St,96,92,Washington,4,Win,Home,1.16,4.55
2/2/13,Arizona St,Washington,92,96,Washington,-4,Loss,Away,4.55,1.16
2/2/13,Arizona,Washington St,79,65,Washington St,14,Win,Away,9.97,1.55
2/2/13,Washington St,Arizona,65,79,Washington St,-14,Loss,Home,1.55,9.97
2/2/13,William & Mary,Hofstra,72,59,William & Mary,13,Win,Home,-0.43,-8.97
2/2/13,Hofstra,William & Mary,59,72,William & Mary,-13,Loss,Away,-8.97,-0.43
2/2/13,Winthrop,Liberty,66,56,Winthrop,10,Win,Home,-4.31,-4.28
2/2/13,Liberty,Winthrop,56,66,Winthrop,-10,Loss,Away,-4.28,-4.31
2/2/13,Davidson,Wofford,68,57,Wofford,11,Win,Away,10.55,-1.63
2/2/13,Wofford,Davidson,57,68,Wofford,-11,Loss,Home,-1.63,10.55
2/1/13,Brown,Dartmouth,62,50,Dartmouth,12,Win,Away,-3.30,-6.04
2/1/13,Dartmouth,Brown,50,62,Dartmouth,-12,Loss,Home,-6.04,-3.30
2/1/13,Detroit,Youngstown St,88,77,Detroit,11,Win,Home,6.03,-1.57
2/1/13,Youngstown St,Detroit,77,88,Detroit,-11,Loss,Away,-1.57,6.03
2/1/13,Fairfield,Rider,69,59,Fairfield,10,Win,Home,2.03,0.90
2/1/13,Rider,Fairfield,59,69,Fairfield,-10,Loss,Away,0.90,2.03
2/1/13,Harvard,Yale,67,64,Harvard,3,Win,Home,4.70,-3.14
2/1/13,Yale,Harvard,64,67,Harvard,-3,Loss,Away,-3.14,4.70
2/1/13,Mercer,Kennesaw,66,42,Mercer,24,Win,Home,5.41,-10.63
2/1/13,Kennesaw,Mercer,42,66,Mercer,-24,Loss,Away,-10.63,5.41
2/1/13,Penn,Columbia,62,58,Penn,4,Win,Home,-5.23,0.23
2/1/13,Columbia,Penn,58,62,Penn,-4,Loss,Away,0.23,-5.23
2/1/13,Princeton,Cornell,76,59,Princeton,17,Win,Home,4.50,-4.90
2/1/13,Cornell,Princeton,59,76,Princeton,-17,Loss,Away,-4.90,4.50
2/1/13,Siena,Manhattan,66,63,Siena,3,Win,Home,-8.73,-2.38
2/1/13,Manhattan,Siena,63,66,Siena,-3,Loss,Away,-2.38,-8.73
2/1/13,Valparaiso,WI Milwaukee,71,40,Valparaiso,31,Win,Home,8.90,-10.07
2/1/13,WI Milwaukee,Valparaiso,40,71,Valparaiso,-31,Loss,Away,-10.07,8.90
1/31/13,Alabama,Arkansas,59,56,Alabama,3,Win,Home,3.50,5.10
1/31/13,Arkansas,Alabama,56,59,Alabama,-3,Loss,Away,5.10,3.50
1/31/13,Arkansas St,South Alabama,74,62,Arkansas St,12,Win,Home,5.39,0.59
1/31/13,South Alabama,Arkansas St,62,74,Arkansas St,-12,Loss,Away,0.59,5.39
1/31/13,Belmont,Morehead St,93,74,Belmont,19,Win,Home,12.75,-3.59
1/31/13,Morehead St,Belmont,74,93,Belmont,-19,Loss,Away,-3.59,12.75
1/31/13,California,Oregon St,71,68,California,3,Win,Home,3.60,2.00
1/31/13,Oregon St,California,68,71,California,-3,Loss,Away,2.00,3.60
1/31/13,Canisius,Loyola MD,91,79,Canisius,12,Win,Home,3.37,3.68
1/31/13,Loyola MD,Canisius,79,91,Canisius,-12,Loss,Away,3.68,3.37
1/31/13,SE Louisiana,Cent Arkansas,70,69,Cent Arkansas,1,Win,Away,-7.74,-4.70
1/31/13,Cent Arkansas,SE Louisiana,69,70,Cent Arkansas,-1,Loss,Home,-4.70,-7.74
1/31/13,Citadel,Wofford,69,63,Citadel,6,Win,Home,-11.41,-1.63
1/31/13,Wofford,Citadel,63,69,Citadel,-6,Loss,Away,-1.63,-11.41
1/31/13,CS Northridge,CS Fullerton,92,86,CS Fullerton,6,Win,Away,-1.97,0.38
1/31/13,CS Fullerton,CS Northridge,86,92,CS Fullerton,-6,Loss,Home,0.38,-1.97
1/31/13,Davidson,Samford,71,51,Davidson,20,Win,Home,10.55,-5.73
1/31/13,Samford,Davidson,51,71,Davidson,-20,Loss,Away,-5.73,10.55
1/31/13,E Washington,Montana St,72,68,E Washington,4,Win,Home,-5.29,-3.89
1/31/13,Montana St,E Washington,68,72,E Washington,-4,Loss,Away,-3.89,-5.29
1/31/13,N Kentucky,ETSU,70,68,ETSU,2,Win,Away,-2.31,-10.57
1/31/13,ETSU,N Kentucky,68,70,ETSU,-2,Loss,Home,-10.57,-2.31
1/31/13,Bryant,F Dickinson,78,63,F Dickinson,15,Win,Away,2.90,-13.35
1/31/13,F Dickinson,Bryant,63,78,F Dickinson,-15,Loss,Home,-13.35,2.90
1/31/13,FL Atlantic,ULM,76,71,FL Atlantic,5,Win,Home,-3.43,-12.46
1/31/13,ULM,FL Atlantic,71,76,FL Atlantic,-5,Loss,Away,-12.46,-3.43
1/31/13,Middle Tenn St,Florida Intl,66,64,Florida Intl,2,Win,Away,13.97,-0.55
1/31/13,Florida Intl,Middle Tenn St,64,66,Florida Intl,-2,Loss,Home,-0.55,13.97
1/31/13,Furman,Ga Southern,81,74,Furman,7,Win,Home,-12.70,-4.59
1/31/13,Ga Southern,Furman,74,81,Furman,-7,Loss,Away,-4.59,-12.70
1/31/13,Drexel,George Mason,58,54,George Mason,4,Win,Away,0.10,2.27
1/31/13,George Mason,Drexel,54,58,George Mason,-4,Loss,Home,2.27,0.10
1/31/13,Utah St,Idaho,77,67,Idaho,10,Win,Away,4.79,-2.04
1/31/13,Idaho,Utah St,67,77,Idaho,-10,Loss,Home,-2.04,4.79
1/31/13,IL Chicago,WI Green Bay,60,57,IL Chicago,3,Win,Home,-1.13,2.23
1/31/13,WI Green Bay,IL Chicago,57,60,IL Chicago,-3,Loss,Away,2.23,-1.13
1/31/13,Iowa,Penn St,76,67,Iowa,9,Win,Home,7.61,-6.27
1/31/13,Penn St,Iowa,67,76,Iowa,-9,Loss,Away,-6.27,7.61
1/31/13,Jacksonville,Stetson,71,70,Jacksonville,1,Win,Home,-5.45,-2.39
1/31/13,Stetson,Jacksonville,70,71,Jacksonville,-1,Loss,Away,-2.39,-5.45
1/31/13,James Madison,Hofstra,62,41,James Madison,21,Win,Home,0.29,-8.97
1/31/13,Hofstra,James Madison,41,62,James Madison,-21,Loss,Away,-8.97,0.29
1/31/13,Northwestern LA,Lamar,85,63,Lamar,22,Win,Away,5.76,-17.29
1/31/13,Lamar,Northwestern LA,63,85,Lamar,-22,Loss,Home,-17.29,5.76
1/31/13,Long Island,St Francis PA,82,62,Long Island,20,Win,Home,2.50,-10.79
1/31/13,St Francis PA,Long Island,62,82,Long Island,-20,Loss,Away,-10.79,2.50
1/31/13,Gonzaga,Loy Marymount,88,43,Loy Marymount,45,Win,Away,17.40,-6.61
1/31/13,Loy Marymount,Gonzaga,43,88,Loy Marymount,-45,Loss,Home,-6.61,17.40
1/31/13,Michigan St,Illinois,80,75,Michigan St,5,Win,Home,8.67,3.87
1/31/13,Illinois,Michigan St,75,80,Michigan St,-5,Loss,Away,3.87,8.67
1/31/13,Central Conn,Monmouth NJ,78,58,Monmouth NJ,20,Win,Away,-4.20,-7.84
1/31/13,Monmouth NJ,Central Conn,58,78,Monmouth NJ,-20,Loss,Home,-7.84,-4.20
1/31/13,Mt St Mary's,Quinnipiac,77,73,Mt St Mary's,4,Win,Home,-1.13,0.16
1/31/13,Quinnipiac,Mt St Mary's,73,77,Mt St Mary's,-4,Loss,Away,0.16,-1.13
1/31/13,N Colorado,Idaho St,78,63,N Colorado,15,Win,Home,-2.59,-8.14
1/31/13,Idaho St,N Colorado,63,78,N Colorado,-15,Loss,Away,-8.14,-2.59
1/31/13,N Dakota St,Missouri KC,71,34,N Dakota St,37,Win,Home,9.96,-10.87
1/31/13,Missouri KC,N Dakota St,34,71,N Dakota St,-37,Loss,Away,-10.87,9.96
1/31/13,NE Omaha,IPFW,86,79,NE Omaha,7,Win,Home,-11.28,-1.90
1/31/13,IPFW,NE Omaha,79,86,NE Omaha,-7,Loss,Away,-1.90,-11.28
1/31/13,Niagara,Iona,93,90,Niagara,3,Win,Home,2.23,5.00
1/31/13,Iona,Niagara,90,93,Niagara,-3,Loss,Away,5.00,2.23
1/31/13,Weber St,North Dakota,66,51,North Dakota,15,Win,Away,11.30,-3.68
1/31/13,North Dakota,Weber St,51,66,North Dakota,-15,Loss,Home,-3.68,11.30
1/31/13,FL Gulf Coast,North Florida,89,75,North Florida,14,Win,Away,4.57,-3.93
1/31/13,North Florida,FL Gulf Coast,75,89,North Florida,-14,Loss,Home,-3.93,4.57
1/31/13,Oral Roberts,Nicholls St,90,78,Oral Roberts,12,Win,Home,2.80,-5.66
1/31/13,Nicholls St,Oral Roberts,78,90,Oral Roberts,-12,Loss,Away,-5.66,2.80
1/31/13,BYU,Pepperdine,63,61,Pepperdine,2,Win,Away,6.80,-4.86
1/31/13,Pepperdine,BYU,61,63,Pepperdine,-2,Loss,Home,-4.86,6.80
1/31/13,Montana,Portland St,81,68,Portland St,13,Win,Away,4.56,-5.31
1/31/13,Portland St,Montana,68,81,Portland St,-13,Loss,Home,-5.31,4.56
1/31/13,Connecticut,Providence,82,79,Providence,3,Win,Away,4.47,3.43
1/31/13,Providence,Connecticut,79,82,Providence,-3,Loss,Home,3.43,4.47
1/31/13,S Dakota St,South Dakota,67,54,S Dakota St,13,Win,Home,5.57,-4.70
1/31/13,South Dakota,S Dakota St,54,67,S Dakota St,-13,Loss,Away,-4.70,5.57
1/31/13,St Mary's CA,San Francisco,67,63,San Francisco,4,Win,Away,12.70,-0.59
1/31/13,San Francisco,St Mary's CA,63,67,San Francisco,-4,Loss,Home,-0.59,12.70
1/31/13,Santa Clara,Portland,70,46,Santa Clara,24,Win,Home,5.10,-9.00
1/31/13,Portland,Santa Clara,46,70,Santa Clara,-24,Loss,Away,-9.00,5.10
1/31/13,SC Upstate,Lipscomb,83,71,SC Upstate,12,Win,Home,0.77,-8.24
1/31/13,Lipscomb,SC Upstate,71,83,SC Upstate,-12,Loss,Away,-8.24,0.77
1/31/13,Seattle,San Jose St,56,48,Seattle,8,Win,Home,-3.18,-8.11
1/31/13,San Jose St,Seattle,48,56,Seattle,-8,Loss,Away,-8.11,-3.18
1/31/13,Southern Utah,CS Sacramento,79,67,Southern Utah,12,Win,Home,-6.68,-2.63
1/31/13,CS Sacramento,Southern Utah,67,79,Southern Utah,-12,Loss,Away,-2.63,-6.68
1/31/13,St Francis NY,Robert Morris,71,61,St Francis NY,10,Win,Home,-1.17,5.67
1/31/13,Robert Morris,St Francis NY,61,71,St Francis NY,-10,Loss,Away,5.67,-1.17
1/31/13,St Louis,Butler,75,58,St Louis,17,Win,Home,10.50,5.20
1/31/13,Butler,St Louis,58,75,St Louis,-17,Loss,Away,5.20,10.50
1/31/13,St Peter's,Marist,70,68,St Peter's,2,Win,Home,-6.10,-4.67
1/31/13,Marist,St Peter's,68,70,St Peter's,-2,Loss,Away,-4.67,-6.10
1/31/13,Tennessee St,Tennessee Tech,84,65,Tennessee St,19,Win,Home,-0.68,-6.37
1/31/13,Tennessee Tech,Tennessee St,65,84,Tennessee St,-19,Loss,Away,-6.37,-0.68
1/31/13,New Mexico St,Texas St,86,72,Texas St,14,Win,Away,4.53,-6.23
1/31/13,Texas St,New Mexico St,72,86,Texas St,-14,Loss,Home,-6.23,4.53
1/31/13,TN Martin,E Kentucky,72,65,TN Martin,7,Win,Home,-12.59,6.34
1/31/13,E Kentucky,TN Martin,65,72,TN Martin,-7,Loss,Away,6.34,-12.59
1/31/13,Hawaii,UC Riverside,72,68,UC Riverside,4,Win,Away,1.21,-9.79
1/31/13,UC Riverside,Hawaii,68,72,UC Riverside,-4,Loss,Home,-9.79,1.21
1/31/13,ULL,North Texas,105,74,ULL,31,Win,Home,-3.00,-3.14
1/31/13,North Texas,ULL,74,105,ULL,-31,Loss,Away,-3.14,-3.00
1/31/13,Elon,UNC Greensboro,72,66,UNC Greensboro,6,Win,Away,2.39,-4.37
1/31/13,UNC Greensboro,Elon,66,72,UNC Greensboro,-6,Loss,Home,-4.37,2.39
1/31/13,Denver,UT San Antonio,71,57,UT San Antonio,14,Win,Away,10.21,-6.31
1/31/13,UT San Antonio,Denver,57,71,UT San Antonio,-14,Loss,Home,-6.31,10.21
1/31/13,W Kentucky,Troy,65,61,W Kentucky,4,Win,Home,0.10,-4.97
1/31/13,Troy,W Kentucky,61,65,W Kentucky,-4,Loss,Away,-4.97,0.10
1/31/13,Wagner,Sacred Heart,84,78,Wagner,6,Win,Home,1.84,-6.07
1/31/13,Sacred Heart,Wagner,78,84,Wagner,-6,Loss,Away,-6.07,1.84
1/31/13,Arizona,Washington,57,53,Washington,4,Win,Away,9.97,1.16
1/31/13,Washington,Arizona,53,57,Washington,-4,Loss,Home,1.16,9.97
1/31/13,Arizona St,Washington St,63,59,Washington St,4,Win,Away,4.55,1.55
1/31/13,Washington St,Arizona St,59,63,Washington St,-4,Loss,Home,1.55,4.55
1/30/13,Air Force,Fresno St,62,50,Air Force,12,Win,Home,1.11,-3.15
1/30/13,Fresno St,Air Force,50,62,Air Force,-12,Loss,Away,-3.15,1.11
1/30/13,Bucknell,American Univ,56,55,American Univ,1,Win,Away,9.61,-6.03
1/30/13,American Univ,Bucknell,55,56,American Univ,-1,Loss,Home,-6.03,9.61
1/30/13,Toledo,Ball St,85,78,Ball St,7,Win,Away,0.61,-3.14
1/30/13,Ball St,Toledo,78,85,Ball St,-7,Loss,Home,-3.14,0.61
1/30/13,Oklahoma,Baylor,74,71,Baylor,3,Win,Away,5.33,6.73
1/30/13,Baylor,Oklahoma,71,74,Baylor,-3,Loss,Home,6.73,5.33
1/30/13,MD Baltimore Co,Binghamton,61,58,Binghamton,3,Win,Away,-9.21,-14.54
1/30/13,Binghamton,MD Baltimore Co,58,61,Binghamton,-3,Loss,Home,-14.54,-9.21
1/30/13,Akron,Bowling Green,68,55,Bowling Green,13,Win,Away,9.13,-0.83
1/30/13,Bowling Green,Akron,55,68,Bowling Green,-13,Loss,Home,-0.83,9.13
1/30/13,Buffalo,C Michigan,91,73,Buffalo,18,Win,Home,-2.57,-5.03
1/30/13,C Michigan,Buffalo,73,91,Buffalo,-18,Loss,Away,-5.03,-2.57
1/30/13,Gardner Webb,Charleston So,74,73,Charleston So,1,Win,Away,2.86,4.32
1/30/13,Charleston So,Gardner Webb,73,74,Charleston So,-1,Loss,Home,4.32,2.86
1/30/13,Cincinnati,Rutgers,62,54,Cincinnati,8,Win,Home,8.45,-1.24
1/30/13,Rutgers,Cincinnati,54,62,Cincinnati,-8,Loss,Away,-1.24,8.45
1/30/13,Col Charleston,Appalachian St,72,59,Col Charleston,13,Win,Home,4.70,-2.70
1/30/13,Appalachian St,Col Charleston,59,72,Col Charleston,-13,Loss,Away,-2.70,4.70
1/30/13,Colorado St,Boise St,77,57,Colorado St,20,Win,Home,9.45,4.69
1/30/13,Boise St,Colorado St,57,77,Colorado St,-20,Loss,Away,4.69,9.45
